time,step-size,{control1}.controlInstance1.w_1,{control1}.controlInstance1.w_2,{control1}.controlInstance1.w_3,{control1}.controlInstance1.w_4,{control2}.control2Instance.w_1,{control2}.control2Instance.w_2,{control2}.control2Instance.w_3,{control2}.control2Instance.w_4,{control3}.control3Instance.w_1,{control3}.control3Instance.w_2,{control3}.control3Instance.w_3,{control3}.control3Instance.w_4,{control4}.control4Instance.w_1,{control4}.control4Instance.w_2,{control4}.control4Instance.w_3,{control4}.control4Instance.w_4,{control5}.control5Instance.w_1,{control5}.control5Instance.w_2,{control5}.control5Instance.w_3,{control5}.control5Instance.w_4,{coordination1}.coordinationInstance1.x_d,{coordination1}.coordinationInstance1.y_d,{coordination1}.coordinationInstance1.z_d,{coordination2}.coordination2Instance.x_d,{coordination2}.coordination2Instance.y_d,{coordination2}.coordination2Instance.z_d,{coordination3}.coordination3Instance.x_d,{coordination3}.coordination3Instance.y_d,{coordination3}.coordination3Instance.z_d,{coordination4}.coordination4Instance.x_d,{coordination4}.coordination4Instance.y_d,{coordination4}.coordination4Instance.z_d,{coordination5}.coordination5Instance.x_d,{coordination5}.coordination5Instance.y_d,{coordination5}.coordination5Instance.z_d,{plant}.plantInstance1.dphi,{plant}.plantInstance1.dpsi,{plant}.plantInstance1.dtheta,{plant}.plantInstance1.dx,{plant}.plantInstance1.dy,{plant}.plantInstance1.dz,{plant}.plantInstance1.phi,{plant}.plantInstance1.psi,{plant}.plantInstance1.theta,{plant}.plantInstance1.x,{plant}.plantInstance1.y,{plant}.plantInstance1.z,{plant}.plantInstance2.dphi,{plant}.plantInstance2.dpsi,{plant}.plantInstance2.dtheta,{plant}.plantInstance2.dx,{plant}.plantInstance2.dy,{plant}.plantInstance2.dz,{plant}.plantInstance2.phi,{plant}.plantInstance2.psi,{plant}.plantInstance2.theta,{plant}.plantInstance2.x,{plant}.plantInstance2.y,{plant}.plantInstance2.z,{plant}.plantInstance3.dphi,{plant}.plantInstance3.dpsi,{plant}.plantInstance3.dtheta,{plant}.plantInstance3.dx,{plant}.plantInstance3.dy,{plant}.plantInstance3.dz,{plant}.plantInstance3.phi,{plant}.plantInstance3.psi,{plant}.plantInstance3.theta,{plant}.plantInstance3.x,{plant}.plantInstance3.y,{plant}.plantInstance3.z,{plant}.plantInstance4.dphi,{plant}.plantInstance4.dpsi,{plant}.plantInstance4.dtheta,{plant}.plantInstance4.dx,{plant}.plantInstance4.dy,{plant}.plantInstance4.dz,{plant}.plantInstance4.phi,{plant}.plantInstance4.psi,{plant}.plantInstance4.theta,{plant}.plantInstance4.x,{plant}.plantInstance4.y,{plant}.plantInstance4.z,{plant}.plantInstance5.dphi,{plant}.plantInstance5.dpsi,{plant}.plantInstance5.dtheta,{plant}.plantInstance5.dx,{plant}.plantInstance5.dy,{plant}.plantInstance5.dz,{plant}.plantInstance5.phi,{plant}.plantInstance5.psi,{plant}.plantInstance5.theta,{plant}.plantInstance5.x,{plant}.plantInstance5.y,{plant}.plantInstance5.z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
0.05,0.05,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006524371231840637,0.006385508663885809,0.006246646095930981,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,4.5,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
0.1,0.05,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006524371231840637,0.006385508663885809,0.006246646095930981,0.006385508663885809,0.006177214811953567,0.006385508663885809,0.006593802515818051,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.006385508663885809,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,4.5,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008000000119952607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008000000119952607,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.013047909948565434,0.0,0.0,0.008000000119952607,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008000000119952607,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008000000119952607,0.0,0.0,0.0,10.0,0.0,0.0
0.15000000000000002,0.05,0.006130088317306644,0.006130088317306644,0.006130088317306644,0.006130088317306644,0.006130088317306644,0.006130088317306644,0.006130088317306644,0.006130088317306644,0.0062134058588364065,0.006130088317306644,0.006046770775776882,0.006130088317306644,0.005921794465374402,0.006130088317306644,0.006338382169238886,0.006130088317306644,0.006130088317306644,0.006130088317306644,0.006130088317306644,0.006130088317306644,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,4.5,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.016000000239905214,0.0,0.0,0.0,0.0,0.0,4.0000000599763036E-4,0.0,0.0,0.0,0.0,0.0,0.016000000239905214,0.0,0.0,0.0,1.0,0.0,4.0000000599763036E-4,0.0,0.0,-0.02609581989713087,0.0,0.0,0.016000000239905214,0.0,0.0,-6.523954974282718E-4,3.0,0.0,4.0000000599763036E-4,0.0,0.0,0.019571864922848112,0.0,0.0,0.016000000239905214,0.0,0.0,0.0,3.0,0.0,4.0000000599763036E-4,0.0,0.0,0.0,0.0,0.0,0.016000000239905214,0.0,0.0,0.0,10.0,0.0,4.0000000599763036E-4
0.2,0.05,0.005872113767223627,0.005872113767223627,0.005872113767223627,0.005872113767223627,0.005872113767223627,0.005872113767223627,0.005872113767223627,0.005872113767223627,0.005894331779685818,0.005872113767223627,0.0058498957547614356,0.005872113767223627,0.005747137454928983,0.005872113767223627,0.0059970900795182705,0.005872113767223627,0.005872113767223627,0.005872113767223627,0.005872113767223627,0.005872113767223627,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,4.5,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.023680000355029984,0.0,0.0,0.0,0.0,0.0,0.0012000000179928911,0.0,0.0,0.0,0.0,0.0,0.023680000355029984,0.0,0.0,0.0,1.0,0.0,0.0012000000179928911,0.0,0.0,-0.03392456593738729,-3.1999999148856737E-4,0.0,0.023680000355029984,0.0,0.0,-0.0019571864922848154,3.0,0.0,0.0012000000179928911,0.0,0.0,0.039143729845696223,0.0,0.0,0.023680000355029984,0.0,0.0,9.785932461424055E-4,3.0,0.0,0.0012000000179928911,0.0,0.0,0.0,0.0,0.0,0.023680000355029984,0.0,0.0,0.0,10.0,0.0,0.0012000000179928911
0.25,0.05,0.0056218018275008734,0.0056218018275008734,0.0056218018275008734,0.0056218018275008734,0.0056218018275008734,0.0056218018275008734,0.0056218018275008734,0.0056218018275008734,0.005599361638420759,0.0056218018275008734,0.005644242016580988,0.0056218018275008734,0.005588474808807587,0.0056218018275008734,0.00565512884619416,0.0056218018275008734,0.0056218018275008734,0.0056218018275008734,0.0056218018275008734,0.0056218018275008734,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,4.5,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.031036800465230954,0.0,0.0,0.0,0.0,0.0,0.0023840000357443904,0.0,0.0,0.0,0.0,0.0,0.031036800465230954,0.0,0.0,0.0,1.0,0.0,0.0023840000357443904,0.0,0.0,-0.03601223167850391,-0.0012799999659542695,0.0,0.031036800465230954,0.0,0.0,-0.00365341478915418,2.9999840000004254,0.0,0.0023840000357443904,0.0,0.0,0.050886848906080896,4.7999998723285E-4,0.0,0.031036800465230954,0.0,0.0,0.0029357797384272164,3.0,0.0,0.0023840000357443904,0.0,0.0,0.0,0.0,0.0,0.031036800465230954,0.0,0.0,0.0,10.0,0.0,0.0023840000357443904
0.3,0.05,0.005379356834418712,0.005379356834418712,0.005379356834418712,0.005379356834418712,0.005379356834418712,0.005379356834418712,0.005379356834418712,0.005379356834418712,0.005332918971474477,0.005379356834418712,0.005425794697362947,0.005379356834418712,0.005413017118038884,0.005379356834418712,0.00534569655079854,0.005379356834418712,0.005379356834418712,0.005379356834418712,0.005379356834418712,0.005379356834418712,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,4.5,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03808000057060647,0.0,0.0,0.0,0.0,0.0,0.0039358400590059385,0.0,0.0,0.0,0.0,0.0,0.03808000057060647,0.0,0.0,0.0,1.0,0.0,0.0039358400590059385,0.0,0.0,-0.033903689609475166,-0.0030719999200343948,0.0,0.03808000057060647,0.0,0.0,-0.005454026373079375,2.9999200000021276,0.0,0.0039358400590059385,0.0,0.0,0.05401834751775579,0.0019199999489313997,0.0,0.03808000057060647,0.0,0.0,0.005480122183731262,3.0000239999993616,0.0,0.0039358400590059385,0.0,0.0,0.0,0.0,0.0,0.03808000057060647,0.0,0.0,0.0,10.0,0.0,0.0039358400590059385
0.35,0.05,0.005144575473384282,0.005144575473384282,0.005144575473384282,0.005144575473384282,0.005144575473384282,0.005144575473384282,0.005144575473384282,0.005144575473384282,0.005090530162800049,0.005144575473384282,0.005198620783968514,0.005144575473384282,0.005214232267800633,0.005144575473384282,0.00507491867896793,0.005144575473384282,0.005144575473384282,0.005144575473384282,0.005144575473384282,0.005144575473384282,0.0,0.0,1.0,1.0,0.0,1.0,2.375,0.0,1.0,5.25,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04481945667126257,0.0,0.0,0.0,0.0,0.0,0.005839840087536262,0.0,0.0,0.0,0.0,0.0,0.04481945667126257,0.0,0.0,0.0,1.0,0.0,0.005839840087536262,0.0,0.0,-0.029540259904665828,-0.005747199856029828,0.0,0.04481945667126257,0.0,0.0,-0.007149210853553134,2.9997664000061257,0.0,0.005839840087536262,0.0,0.0,0.05085553441421267,0.004607999880051584,0.0,0.04481945667126257,0.0,0.0,0.008181039559619052,3.0001199999968082,0.0,0.005839840087536262,0.0,0.0,0.0,0.0,0.0,0.04481945667126257,0.0,0.0,0.0,10.0,0.0,0.005839840087536262
0.39999999999999997,0.05,0.004917243191309321,0.004917243191309321,0.004917243191309321,0.004917243191309321,0.004917243191309321,0.004917243191309321,0.004917243191309321,0.004917243191309321,0.004813387987903688,0.004917243191309321,0.005021098394714953,0.004917243191309321,0.004894164231219549,0.004917243191309321,0.0049403221513990925,0.004917243191309321,0.004917243191309321,0.004917243191309321,0.004917243191309321,0.004917243191309321,0.0,0.0,1.0,1.0,0.0,1.0,2.375,0.0,1.0,5.25,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05126477004730523,0.0,0.0,0.0,0.0,0.0,0.008080812921099391,0.0,0.0,0.0,0.0,0.0,0.05126477004730523,0.0,0.0,0.0,1.0,0.0,0.008080812921099391,0.0,0.0,-0.024462013433847907,-0.00925388777969764,0.0,0.05126477004730523,0.0,0.0,-0.008626223848786425,2.999479040013324,0.0,0.008080812921099391,0.0,0.0,0.04431038985699875,0.00862079978404473,0.0,0.05126477004730523,0.0,0.0,0.010723816280329685,3.0003503999908108,0.0,0.008080812921099391,0.0,0.0,0.0,0.0,0.0,0.05126477004730523,0.0,0.0,0.0,10.0,0.0,0.008080812921099391
0.44999999999999996,0.05,0.004697150420910578,0.004697150420910578,0.004697150420910578,0.004697150420910578,0.004697150420910578,0.004697150420910578,0.004697150420910578,0.004697150420910578,0.004599863394139598,0.004697150420910578,0.004794437447681558,0.004697150420910578,0.0046706761055783155,0.004697150420910578,0.00472362473624284,0.004697150420910578,0.004697150420910578,0.004697150420910578,0.004697150420910578,0.004697150420910578,0.0,0.0,1.0,1.0,0.0,1.0,2.375,0.0,1.0,5.25,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05742527317883997,0.0,0.0,0.0,0.0,0.0,0.010644051423464652,0.0,0.0,0.0,0.0,0.0,0.05742527317883997,0.0,0.0,0.0,1.0,0.0,0.010644051423464652,0.0,0.0,-0.014703492028947414,-0.013485050577527382,0.0,0.05742527317883997,0.0,0.0,-0.009849324520478821,2.9990163456243395,0.0,0.010644051423464652,0.0,0.0,0.04647895261219592,0.013880831669546442,0.0,0.05742527317883997,0.0,0.0,0.012939335773179622,3.000781439980013,0.0,0.010644051423464652,0.0,0.0,0.0,0.0,0.0,0.05742527317883997,0.0,0.0,0.0,10.0,0.0,0.010644051423464652
